id seccion,nombre seccion,id circuito,nombre circuito,escuela,mesas,desde,hasta,electores,31
9,MARCOS JUAREZ,126,CRUZ ALTA,COLEGIO SANTA JUANA DE ARCO - CRUZ ALTA,7,4986,4992,2315,
8,JUAREZ CELMAN,118,UCACHA,ESC.MARTIN GUERRICO - UCACHA,7,4901,4907,2310,
9,MARCOS JUAREZ,126,CRUZ ALTA,IPEM N° 276 - CRUZ ALTA,7,4993,4999,2310,
20,SAN JUSTO,285,DEVOTO,ESC DOMINGO F SARMIENTO - DEVOTO,7,7280,7286,2310,
23,TERCERO ARRIBA,337,ASCASUBI,ESC.M.G.PONCE - DUSSAN ALACEVICH 86,7,8010,8016,2309,
1,CAPITAL,13K,VILLA ESQUIU,DR JOSE RAMON IBAÑEZ - CAPDEVILLA KM 9 1/2,7,2860,2866,2307,
19,SAN JAVIER,275A,LOS CERRILLOS,ESC GENERAL BARTOLOME MITRE - AV JUAN PERON - S/N - AV JUAN PERON,7,7132,7138,2299,
23,TERCERO ARRIBA,349,TANCACHA,ESC PROV JOSE M PAZ - BARTOLOME MITRE 451,7,8253,8259,2296,
1,CAPITAL,6E,LA FLORESTA SUD,ESC TRANSITO CACERES DE ALLEND - CNO CHACRA DE LA MERCED KM 9 Y 1/2,7,639,645,2291,
1,CAPITAL,6,ALTO GRAL PAZ,COL   SAN RAMON NONATO - AVDA   PATRIA   B°ALTO GRAL PAZ 282,7,573,579,2289,
26,UNION,373,BALLESTEROS,ESC PROV GRAL SAN MARTIN - PTE PERON 75,7,8372,8378,2258,
1,CAPITAL,14P,VILLA RIVERA INDARTE,ESC MUNIC DR JORGE ORGAZ - LAGUNA LARGA/R LUNA,7,3240,3246,2257,
5,GENERAL ROCA,60,DEL CAMPILLO,ESCUELA J.M.PAZ - JOSE MARIA PAZ   ENRIQUE COOK 444,7,4237,4243,2235,
1,CAPITAL,10D,CONGRESO,ESC MUNIC REPUBLICA DE ITALIA - REALICO Y CURAZAO,7,1322,1328,2226,
1,CAPITAL,4D,VILLA EUCARISTICA,COL VILLA EUCARISTICA - CNO A SAN CARLOS KM.5 1/2,7,299,305,2225,
26,UNION,392,MORRISON,ESC PROV LEOPOLDO LUGONES - MORRISON,7,8569,8575,2220,
16,RIO SEGUNDO,230,CALCHIN,COLEGIO ENS.SECUNDARIA - CALCHIN,7,6522,6528,2211,
19,SAN JAVIER,275,SAN JOSE,ESC EMILIO FELIPE OLMOS - AV SAN MARTIN S/N,7,7125,7131,2206,
8,JUAREZ CELMAN,117,SANTA EUFEMIA,INSTITUTO DR.M. BELGRANO - SANTA EUFEMIA,7,4886,4892,2158,
20,SAN JUSTO,303,MIRAMAR DE ANSENUZA,ESC.PROV.J.L.DE CABRERA - JERONIMO LUIS DE CABRERA,7,7415,7421,2148,
9,MARCOS JUAREZ,127,GUATIMOZIN,ESC DALMACIO VELEZ SARSFIELD - AV CORDOBA 324,7,5005,5011,2108,
12,PUNILLA,147B,VILLA PARQUE SIQUIMAN,ESC DR JERONIMO J DEL BARCO - VILLA PARQUE SIQUIMAN,7,5234,5240,2105,
10,MINAS,142,SAN CARLOS,ESC.SEC.J.L.DE CABRERA - RIVADAVIA E IRIGOYEN,7,5187,5193,2103,
14,RIO PRIMERO,205,LA PUERTA,ESC PROV FRAY MAMERTO ESQUIU - SAN LORENZO 698,7,6367,6373,2102,
1,CAPITAL,10L,VILLA EL LIBERTADOR,"IPEM 313 (ANEX0) - DEFENSA Y CACHEUTA,V.EL LIBERTADOR",6,1590,1595,2082,
1,CAPITAL,10L,VILLA EL LIBERTADOR,COL SAN JOSE OBRERO - ARANI Y PJE. 17,6,1633,1638,2082,
1,CAPITAL,12G,ITUZAINGO,ESC SECUNDARIA CARLOS M DE ALV - FARADAY 5721,6,2439,2444,2082,
12,PUNILLA,157,SANTA MARIA,COLEGIO SAN ROQUE - LAVALLE VILLA BUSTOS 2730,6,5628,5633,2082,
1,CAPITAL,5C,EMPALME,ELENA LOPEZ LALLANA - AGUSTÍN GARZON 5636,6,432,437,2076,
1,CAPITAL,11G,PARQUE REPUBLICA,JORGE LUIS BORGES - ALTO ALEGRE/NAMUNCURA,6,1958,1963,2076,
12,PUNILLA,156,VILLA CARLOS PAZ,ESC JOSE A ALVAREZ CONDARCO - IGUALDAD 199,6,5582,5587,2076,
13,RIO CUARTO,165,BANDA NORTE,ESC REPUBLICA DEL URUGUAY - SAN LUIS 342,6,5824,5829,2076,
17,ROQUE SAENZ PEÑA,248,LABOULAYE,ESC LEONOR DE TEJEDA - AV PELLEGRINI(B°LA CHACARITA) 247,6,6810,6815,2076,
20,SAN JUSTO,310A,SAN FRANCISCO SECC. NORTE,COLEGIO SAGRADO CORAZON - 25 DE MAYO 1414,6,7622,7627,2076,
23,TERCERO ARRIBA,348,RIO TERCERO,ESC SUP DE COMERCIO - D DE ROJAS S/N,6,8185,8190,2076,
1,CAPITAL,11E,LOS PLATANOS,ESC.MUNIC.DR.CARLOS BECERRA - GAONA 1285,6,1896,1901,2070,
1,CAPITAL,11J,SANTA ANA,ESC GENERAL MOSCONI - FERREYRA R 2324,6,2079,2084,2070,
1,CAPITAL,12D,JOSE IGNACIO DIAZ,IPEM N° 309 (FUENTEALBA) - CALLE PUBLICA,6,2328,2333,2070,
1,CAPITAL,13F,NUEVA ITALIA,IPEM 159.ARISTOBULO DEL VALLE - DIAZ COLODRERO 2586,6,2638,2643,2070,
3,COLON,41A,SALDAN,ESCUELA DANDELION - 9 DE JULIO 362,6,4065,4070,2070,
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC R ESCALADA DE SAN MARTIN - CORRAL DE BUSTOS,6,4969,4974,2070,
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,COLEGIO JUAN XXIII - CORRAL DE BUSTOS,6,4975,4980,2070,
16,RIO SEGUNDO,240,PILAR,INST CARLOS PELLEGRINI - PILAR,6,6664,6669,2070,
21,SANTA MARIA,316,ALTA GRACIA,INST EL OBRAJE (ARRIBA) - NIETO 17,6,7703,7708,2070,
1,CAPITAL,9G,VILLA CABRERA,ESC PRESIDENTE KENNEDY - JULIAN PAZ 1851,6,1191,1196,2064,
4,CRUZ DEL EJE,44,CRUZ DEL EJE,COLEGIO NTA.SRA.DEL VALLE - SARMIENTO 121,6,4094,4099,2058,
12,PUNILLA,147,BIALET MASSE,INST SERVILIANO DIAZ - SAN MARTIN 675,6,5212,5217,2058,
12,PUNILLA,154,LA FALDA,ESC AERONAUTICA ARGENTINA - OCAMPO Y ROMAN DEHEZA S/N-LA LOMITA,6,5426,5431,2058,
14,RIO PRIMERO,204,LA PARA,INST MONSEÑOR ESQUIU - MARIANO MORENO 749,6,6356,6361,2058,
26,UNION,391,MONTE MAIZ,ESCUELA JOSE DE SAN MARTIN - SAN MARTIN 1518,6,8559,8564,2058,
12,PUNILLA,147,BIALET MASSE,INST NTA SRA DEL ROSARIO - BIALET MASSE,6,5218,5223,2053,
1,CAPITAL,14,ARGUELLO,COLEGIO DEL CARMEN - RECTA MARTINOLI,6,2912,2917,2052,
12,PUNILLA,147,BIALET MASSE,ESC DR BIALET MASSE - ROQUE SAENZ PEÑA 91,6,5224,5229,2052,
1,CAPITAL,5D,MALDONADO,ESC CANONIGO PIÑERO - CAMPO LA RIBERA,6,438,443,2046,
6,GRAL SAN MARTIN,90,VILLA NUEVA,ESCUELA PABLO VI - VILLA NUEVA,6,4621,4626,2046,
8,JUAREZ CELMAN,109,DEHEZA,ESC.ESPECIAL AMANECER - SAAVEDRA 271,6,4807,4812,2046,
16,RIO SEGUNDO,243,RIO SEGUNDO,C.E.N.M.A. N° 161 - SAN MARTIN ESQ ALEM,6,6690,6695,2046,
8,JUAREZ CELMAN,109,DEHEZA,INSTITUTO SEC. 25 DE MAYO - DEHEZA,6,4813,4818,2043,
1,CAPITAL,7A,GUIÑAZU,IPEM N° 22 JUAN FILLOY - CALLE DE LA CUECA,6,671,676,2040,
1,CAPITAL,11I,RESIDENCIAL SAN ROQUE,HEROES DE MALVINAS - CNEL MANUEL NAMUNCURA/PETIROSSI,6,2020,2025,2040,
8,JUAREZ CELMAN,109,DEHEZA,INST.TEC.ADRIAN P. URQUIA - GENERAL DEHEZA,6,4830,4835,2040,
12,PUNILLA,153,LA CUMBRE,ESC M E H DE GONZALEZ ELIZALDE - RIO NEGRO S/N,6,5370,5375,2040,
20,SAN JUSTO,304,MORTEROS,ESC BERNARDINO RIVADAVIA - SARMIENTO 208,6,7465,7470,2040,
21,SANTA MARIA,316A,ANIZACATE,IPEM N° 118-JUANA AZURDUY - SALOMON PALACIOS,6,7810,7815,2040,
12,PUNILLA,156D,SAN ANTONIO DE ARREDONDO,ESC JUAN JOSE PASO - RUTA PROV. 14-KM.43 CENTRO,6,5613,5618,2038,
25,TULUMBA,361,LAS ARRIAS,ESC.J.M.ESTRADA - AV.SAN MARTIN,6,8326,8331,2035,
1,CAPITAL,10E,ESTACION FLORES,ESC MUNIC CESAR E ROMERO - PUBLICA S/N,6,1365,1370,2034,
13,RIO CUARTO,191,SAN BASILIO,ESC JOSE DE SAN MARTIN - BELGRANO 121,6,6328,6333,2034,
18,SAN ALBERTO,262,MINA CLAVERO,ESC MAESTRO D F SARMIENTO - AV HERNAN CORTEZ 1060,6,6922,6927,2034,
18,SAN ALBERTO,262,MINA CLAVERO,IPEM N° 285-J G BROCHERO - LOS FUNDADORES S/N,6,6928,6933,2034,
23,TERCERO ARRIBA,342,LAS PERDICES,ESC PROV DOMINGO F SARMIENTO - LAS PERDICES,6,8073,8078,2034,
1,CAPITAL,11M,VALLE ESCONDIDO,INSTITUTO VILLADA - CAMINO S/N,6,2134,2139,2030,
1,CAPITAL,10B,CIUDADELA,ESC REPUBLICA DE SIRIA - TRAFUL 908,6,1282,1287,2028,
5,GENERAL ROCA,63,JOVITA,I.P.E.M. N° 221 - JOVITA,6,4280,4285,2028,
6,GRAL SAN MARTIN,77,ETRURIA,ESC.PROV. 12 DE OCTUBRE - ETRURIA,6,4345,4350,2028,
14,RIO PRIMERO,211,MONTE CRISTO,ESCUELA 25 DE MAYO - LUIS F TAGLE,6,6403,6408,2028,
1,CAPITAL,10H,PARQUE CAPITAL,IPEM 154 MARTIN M DE GUEMES - O NAVARRO 2751,6,1500,1505,2024,
1,CAPITAL,10I,PARQUE HORIZONTE,INST. SAN JOSE ARTESANO - CORONDA ESQ HUILICHES,6,1518,1523,2022,
20,SAN JUSTO,280,BALNEARIA,ESC VICENTE LOPEZ Y PLANES - 25 DE MAYO 271,6,7219,7224,2022,
6,GRAL SAN MARTIN,87,TICINO,ESC. A. CAPDEVILA - TICINO,6,4376,4381,2017,
1,CAPITAL,10A,CABILDO,IPEM 311 - USUAHIA 2150,6,1259,1264,2016,
23,TERCERO ARRIBA,340,HERNANDO,COLEGIO DIVINO CORAZON - 25 DE MAYO 100,6,8036,8041,2016,
24,TOTORAL,359,VILLA DEL TOTORAL,ESC NORM SUP V DEL TOTORAL - REP ARGENTINA Y PTE PERON S/N,6,8310,8315,2008,
1,CAPITAL,9B,LAS MARGARITAS,ESC CONGRESO DE TUCUMAN - MALVINO 2772,6,1036,1041,2004,
1,CAPITAL,14N,VILLA CORNU,IPEM 16 MA.SALEME DE BURNICHON - AL LADO ESC. H. GARCIA,6,3211,3216,2004,
13,RIO CUARTO,172,HOLMBERG,ESC.PROV.C.SAAVEDRA - HOLMBERG,6,5885,5890,2003,
26,UNION,396,POSSE,INSTITUTO SAN JOSE - 9 DE JULIO Y COLON,6,8622,8627,2000,
1,CAPITAL,5A,COLONIA LOLA,ESC MUNICIPAL A GASTALDI - ALMAGRO 5500,6,363,368,1998,
3,COLON,27,ASCOCHINGA,ESCUELA DR. PABLO RUEDA - LA GRANJA,6,3418,3423,1998,
13,RIO CUARTO,172,HOLMBERG,ESC.S.R.DE ZAVALIA - HOLMBERG,6,5891,5896,1998,
1,CAPITAL,4C,INAUDI,ESC SAN JOSE DE CALASANZ - PIZARRO ESQ. NIVOLI,6,285,290,1996,
21,SANTA MARIA,326A,YOCSINA,COLEGIO JUAN XXIII - BRIGADIER SAN MARTIN 231,6,7916,7921,1995,
24,TOTORAL,357,SINSACATE,ESC.PROV.CNEL. PRINGLES - PUBLICA- CAMINO A SAN LORENZO,6,8291,8296,1995,
9,MARCOS JUAREZ,121,BALDISSERA,ESC JOSE MARIA PAZ - SARMIENTO,6,4937,4942,1988,
23,TERCERO ARRIBA,341,JAMES CRAIK,INST SEC JOSE M ESTRADA - JAMES CRAIK,6,8059,8064,1986,
9,MARCOS JUAREZ,134,MONTE BUEY,ESC MANUEL BELGRANO - MONTE BUEY,6,5151,5156,1985,
11,POCHO,146,SALSACATE,ESC GENERAL JOSE DE SAN MARTIN - AV CURA BROCHERO 150,6,5203,5208,1982,
25,TULUMBA,364,LA DORMIDA,I.P.E.A. N°15 - 2A DORMIDA,6,8334,8339,1974,
3,COLON,32,GENERAL PAZ,ESC PROV GRAL JOSE MARIA PAZ - BUENOS AIRES Y CORDOBA,6,3606,3611,1973,
16,RIO SEGUNDO,241,POZO DEL MOLLE,ESC FRANCISCO MALBRAN - POZO DEL MOLLE,6,6681,6686,1968,
26,UNION,389,LABORDE,INST SUP DE PROFESORADO - SAN MARTIN 451,6,8533,8538,1968,
26,UNION,393,NOETINGER,ESC PROV R E DE SAN MARTIN - NOETINGER,6,8576,8581,1958,
20,SAN JUSTO,288,EL ARAÑADO,ESC PROV CHACABUCO - 25 DE MAYO 381,6,7289,7294,1956,
20,SAN JUSTO,293,LA FRANCIA,ESC PROV DAMAS PATRICIAS - LA FRANCIA,6,7331,7336,1951,
1,CAPITAL,5H,VILLA BOEDO,"ESC. MADRE MARIA DEL TRANSITO - MANZANA 7,",6,543,548,1944,
8,JUAREZ CELMAN,107,CARNERILLO,ESC.TTE. 1°M.C.ASUA - CARNERILLO,6,4797,4802,1929,
25,TULUMBA,371,TULUMBA,ESC.PROV.OB.O.CORREA - CALLE REAL,6,8361,8366,1899,
1,CAPITAL,5B,DEAN FUNES,ESC   9 DE JULIO - JOSE A CABRERA 4717,6,379,384,1888,
20,SAN JUSTO,278,ALTOS DE CHIPION,ESC.PROV.RECONQUISTA - SARMIENTO 543,6,7152,7157,1886,
1,CAPITAL,10M,AMPLIACION CABILDO,ESC PRIMARIA GRACIELA DEL RIO - CALE S/N,6,1667,1672,1868,
21,SANTA MARIA,326C,SAN NICOLAS,ESC MARTIN M DE GUEMES - A CASTELLANO,6,7930,7935,1847,
20,SAN JUSTO,283,CONCEPCION,ESC.PROV.M.MORENO - TUCUMAN 483,6,7263,7268,1826,
13,RIO CUARTO,164,BAIGORRIA,ESC PROV BERNARDINO RIVADAVIA - VELEZ SARSFIELD 50,6,5752,5757,1816,
12,PUNILLA,156A,YCHO CRUZ,ESC MERCEDES S M DE BALCARCE - GENERAL SAN MARTIN S/N,6,5601,5606,1802,
5,GENERAL ROCA,59,BUCHARDO,ESC PROV JOSE MARIA PAZ - AV MANNY S/N,6,4231,4236,1777,
20,SAN JUSTO,301,MARULL,ESC.REP DEL PARAGUAY - BELGRANO 234,6,7408,7413,1770,
1,CAPITAL,5C,EMPALME,INST SEC EMPALME GONZALEZ LACA - LAS ARRIAS 4043,5,415,419,1735,
16,RIO SEGUNDO,232,CARRILOBO,ESC PROV PTE JULIO ROCA - MARIANO MORENO 815,5,6533,6537,1735,
1,CAPITAL,10K,VICOR,COLEGIO PRIVADO SAN ISIDRO - ARMADA ARGENTINA 3648,5,1585,1589,1734,
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PATRICIAS MENDOCINAS - IBARRA ESQ FORESITERI,5,1662,1666,1730,
6,GRAL SAN MARTIN,89,VILLA MARIA,INSTITUTO SEC. M.BELGRANO - M.A.OCAMPO 1836,5,4598,4602,1730,
21,SANTA MARIA,326B,BARRIO PRIMERO DE MAYO,ESC PROV FRAY J S MARIA DE ORO - CRUCERO GENERAL BELGRANO S/N,5,7925,7929,1730,
20,SAN JUSTO,309,SAN BARTOLOME,ESC PROV PRIMERA JUNTA - 9 DE JULIO 576,5,7499,7503,1728,
1,CAPITAL,12H,LOS CERVECEROS,ESC.DR.NICOLAS AVELLANEDA - CNO.S.CARLOS KM. 4 1/2,5,2477,2481,1727,
9,MARCOS JUAREZ,125,CORRAL DE BUSTOS,ESC NOR SUP MAESTROS ARGENTINO - CORRAL DE BUSTOS,5,4981,4985,1725,
9,MARCOS JUAREZ,128,INRIVILLE,INST JOSE MARIA PAZ - INRIVILLE,5,5012,5016,1725,
9,MARCOS JUAREZ,128,INRIVILLE,ESC MARIANO MORENO - INRIVILLE,5,5017,5021,1725,
5,GENERAL ROCA,61,HUINCA RENANCO,ESC.PASO DE LOS ANDES - GARAY VILLA PACIFICO 121,5,4257,4261,1720,
9,MARCOS JUAREZ,123,CAMILO ALDAO,ESC JUAN BAUTISTA ALBERDI - SAN MARTIN,5,4951,4955,1720,
21,SANTA MARIA,316,ALTA GRACIA,ESC PTE HIPOLITO IRIGOYEN - RIVADAVIA 49,5,7805,7809,1720,
1,CAPITAL,13H,PATRICIOS,ESC MUNIC DR D LATELLA FRIAS - H DE AYOHUMA S/N,5,2745,2749,1719,
21,SANTA MARIA,316G,VILLA EL PRADO,ESC.PROV.J.HERNANDEZ - CALLE 10 ESQ AV N 5,5,7835,7839,1717,
1,CAPITAL,7F,JORGE NEWBERY,IPEM 121 PAEZ MOLINA - ORIGONE ESQ CAROLA LORENZINI,5,854,858,1715,
1,CAPITAL,13,LEANDRO N. ALEM,ESC ASOCIACION DE MAYO - COLOMPREA 1500,5,2512,2516,1715,
24,TOTORAL,352,LAS PEÑAS,ESC.PROV.J.F.KENNEDY - LIDORO CENTURION 324,5,8278,8282,1715,
14,RIO PRIMERO,204,LA PARA,ESC MARIANO FRAGUEIRO - MARIANO FRAGUEIRO 385,5,6362,6366,1711,
9,MARCOS JUAREZ,133,MARCOS JUAREZ,INSTITUTO MARIA INMACULADA - MARCOS JUAREZ,5,5138,5142,1710,
1,CAPITAL,14B,ARGUELLO PRIMERO,ESC ELISA K DE LIVACK - CUIMAN 6543,5,2987,2991,1705,
16,RIO SEGUNDO,235,LAGUNA LARGA,INST GRAL JOSE MARIA PAZ - BV RIO CUARTO 599,5,6561,6565,1700,
16,RIO SEGUNDO,243,RIO SEGUNDO,IPEM N°156 JOSE M ESTRADA - CATAMARCA Y BELGRANO,5,6738,6742,1700,
19,SAN JAVIER,269,LA PAZ,ESC PROV JOSE M PAZ - VELEZ SARSFIELD Y BRAULIO FUNES,5,7085,7089,1700,
14,RIO PRIMERO,214,PIQUILLIN,ESC.PROV.D.F.SARMIENTO - AVDA.SARMIENTO E 74,5,6419,6423,1699,
1,CAPITAL,5,ALTAMIRA,ESC ESTANISLAO DEL CAMPO - ESTADOS UNIDOS Y RIO PRIMERO,5,358,362,1695,
1,CAPITAL,11C,LAS PALMAS,IPEM MARCELA B. MOYANO COUDERT - DUARTE QUIROS 3915,5,1812,1816,1695,
12,PUNILLA,152A,VILLA GIARDINO,ESC ESTEBAN ECHEVERRIA - CHILE S/N,5,5361,5365,1695,
23,TERCERO ARRIBA,338,CORRALITO,ESC PROV GRAL J DE SAN MARTIN - PABLO A PIZZURNO 149,5,8019,8023,1695,
6,GRAL SAN MARTIN,77,ETRURIA,INSTITUTO SEC. GRAL PAZ - BV.SRMIENTO Y S.NICOLA 390,5,4340,4344,1691,
1,CAPITAL,12E,FERREYRA,ESC REPUBLICA DE COSTA RICA - RUTA 9 KM 8 1/2,5,2343,2347,1680,
1,CAPITAL,10C,COMERCIAL,ESC MUNIC AZOR GRIMAUT - SOBREMONTE Y RIO III,5,1317,1321,1679,
2,CALAMUCHITA,23,VILLA YACANTO,ESC.PROV. FRENCH Y BERUTTI - CORDOBA,5,3340,3344,1673,
26,UNION,396,POSSE,ESC PROV JUANA MANSO - DEAN FUNES 346,5,8617,8621,1670,
1,CAPITAL,14E,CERRO NORTE,ESC MODESTA RODRIGUEZ - HNOS GRIMM 7168,5,3027,3031,1665,
1,CAPITAL,14H,MERCANTIL,ESC MUNIC MAESTRO M OLIVA - REVELTO ESQ TOMASINI,5,3104,3108,1665,
4,CRUZ DEL EJE,56,SOTO,E.N.E.T. N°1 - JUAN BAUTISTA ALBERDI 2200,5,4216,4220,1665,
4,CRUZ DEL EJE,56,SOTO,ESC NICOLAS AVELLANEDA - DEAN FUNES ESQ CORRIENTES,5,4221,4225,1665,
1,CAPITAL,14E,CERRO NORTE,ESC GERONIMO GRAGERA - MOLLEYACO/PAYEN,5,3042,3046,1660,
20,SAN JUSTO,308,SACANTA,ESCUELA ITUZAINGO - ITUZAINGO 251,5,7494,7498,1656,
9,MARCOS JUAREZ,136,ROCA,ESC ROQUE SAENZ PEÑA - ROCA,5,5161,5165,1655,
14,RIO PRIMERO,218,RIO PRIMERO,IPEM N° 164 ATALIVA HERRERA - AV CONTARDO FERRINI 365,5,6444,6448,1655,
6,GRAL SAN MARTIN,74,ARROYO CABRAL,INST. SEC. COM. SAN JOSE - ARROYO CABRAL,5,4325,4329,1650,
9,MARCOS JUAREZ,126,CRUZ ALTA,ESC LIB GRAL SAN MARTIN - RIVADAVIA 1252,5,5000,5004,1650,
19,SAN JAVIER,271,LAS TAPIAS,ESC LEOPOLDO LUG0NES - LAS TAPIAS,5,7107,7111,1648,
26,UNION,389,LABORDE,ESCUELA MARIANO MORENO - LABORDE,5,8528,8532,1640,
2,CALAMUCHITA,19,LOS CONDORES,ESC. PROV. FRENCH Y BERUTTI - LOS CONDORES,5,3293,3297,1637,
18,SAN ALBERTO,265,SAN PEDRO,INST. AGROTECNICO STELLA MARIS - JUAN PABLO II-RUTA CNO CHANCANI,5,6968,6972,1636,
26,UNION,389,LABORDE,ESCUELA PROV DARDO ROCHA - LABORDE,5,8539,8543,1636,
5,GENERAL ROCA,66,MATTALDI,ESC.PROV. SAN LUIS - TUCUMAN 225,5,4287,4291,1635,
20,SAN JUSTO,293,LA FRANCIA,INST COM SEC LA FRANCIA - LA FRANCIA,5,7326,7330,1630,
20,SAN JUSTO,277,ALICIA,ESC FRAY CAYETANO RODRIGUEZ - ALICIA,5,7147,7151,1625,
7,ISCHILIN,99,QUILINO ESTACION,ESC.PROV.M.BELGRANO - QUILINO ESTACION,5,4737,4741,1618,
26,UNION,373,BALLESTEROS,ESC GRAL BELGRANO-IPEM N°139 - ANSELMO G VAZQUEZ 522,5,8379,8383,1610,
13,RIO CUARTO,170,ELENA,INST SEC LA ASUNCION DE MARIA - PASAJE CURA BROCHERO 189,5,5875,5879,1607,
21,SANTA MARIA,319,BOUWER,ESC DR FLORENTINO F BUSTOS - LIBERTADOR SAN MARTIN,5,7859,7863,1601,
26,UNION,402,VIAMONTE,INSTITUTO JUAN B ALBERDI - AVELLANEDA 182,5,8645,8649,1599,
20,SAN JUSTO,295,LA TORDILLA,ESC MARGARITA LA TORRE MERCADO - 8 DE SEPTIEMBRE 107,5,7341,7345,1596,
26,UNION,384,PUEBLO ITALIANO,ESC.PROV.V.LOPEZ Y PLANES - BUENOS AIRES 414,5,8512,8516,1594,
2,CALAMUCHITA,25,SAN AGUSTIN,ESC. PROV.GRAL. SAN MARTIN - SAN AGUSTIN,5,3364,3368,1585,
2,CALAMUCHITA,25,SAN AGUSTIN,COLEGIO SAN JOSE - SAN AGUSTIN,5,3369,3373,1580,
26,UNION,400,SAN MARCOS SUD,INST JOSE DE SAN MARTIN - SAN MARCOS SUD,5,8635,8639,1570,
16,RIO SEGUNDO,236,LAS JUNTURAS,I.P.E.A.(IPEM231 TORAZO) - LAS JUNTURAS,5,6566,6570,1552,
18,SAN ALBERTO,263,NONO,ESC.PROV.D.F.SARMIENTO - SARMIENTO 223,5,6938,6942,1540,
26,UNION,395,PASCANAS,INST GALA ORTIZ FERNANDEZ - ESPAÑA 16,5,8597,8601,1537,
6,GRAL SAN MARTIN,73,ARROYO ALGODON,ESC.PROV. A.ARGENTINA - CORDOBA 301,5,4320,4324,1521,
26,UNION,397,SAN ANTONIO,ESC.PROV.P.PIZZURNO - MAESTRO FERNANDEZ 538,5,8629,8633,1516,
2,CALAMUCHITA,20,LOS REARTES,ESC PROV PEDRO B PALACIOS - MANUEL BELGRANO S/N,5,3302,3306,1513,
8,JUAREZ CELMAN,116,REDUCCION,ESC.CAP. F.D.ZARCO - MANUEL DE LA LASTRA 623,5,4880,4884,1497,
26,UNION,387,IDIAZABAL,ESC P ALBARRACIN DE SARMIENTO - 9 DE JULIO 551,5,8523,8527,1460,
23,TERCERO ARRIBA,339,DALMACIO VELEZ,ESC PROV FRAY LUIS BELTRAN - JUANA AZURDUY 283,5,8024,8028,1455,
17,ROQUE SAENZ PEÑA,249,LA CESIRA,ESC VICTORIANO RODRIGUEZ - ALVEAR 220,5,6844,6848,1433,
21,SANTA MARIA,324,FALDA DEL CARMEN,ESC PROV DOMINGO F SARMIENTO - PUBLICA S/N,5,7884,7888,1433,
18,SAN ALBERTO,266,SAN VICENTE,ESC MAESTRO H GALABURRI - PUBLICA S/N,5,6991,6995,1432,
26,UNION,381,CINTRA,ESC DE COM JOSE M.ESTRADA - BELGRANO 548,5,8505,8509,1421,
21,SANTA MARIA,325,LOZADA,ESC.PROV.B.RIVADAVIA - SARMIENTO 441,5,7889,7893,1419,
4,CRUZ DEL EJE,45,EL BRETE,ESC PROV MANUEL BELGRANO - CAMINO VIEJO S/N,5,4157,4161,1414,
1,CAPITAL,10L,VILLA EL LIBERTADOR,J DE INF DR ARTURO U ILLIA - ARICA Y TOTORAL,4,1639,1642,1388,
12,PUNILLA,157,SANTA MARIA,ESC BENJAMIN MATIENZO - DR.MIGUEL A. VOCOS S/N TILLARD,4,5634,5637,1388,
16,RIO SEGUNDO,234,COSTA SACATE,ESC LIB GRAL SAN MARTIN - PUBLICA S/N,4,6542,6545,1386,
1,CAPITAL,12G,ITUZAINGO,ESC DR IGNACIO DUARTE QUIROS - FARADAY 5168,4,2445,2448,1385,
1,CAPITAL,11A,ALTO ALBERDI,ESC MOYANO COUDERT - DUARTE QUIROS 3950,4,1751,1754,1384,
1,CAPITAL,14M,VILLA CENTENARIO,ESC LUZ VIEYRA MENDEZ - OB MOSCOSO Y PERALRA 2772,4,3199,3202,1384,
3,COLON,31A,AGUA DE ORO,ESC.PROV.V.MERCANTE - AGUA DE ORO,4,3597,3600,1384,
6,GRAL SAN MARTIN,78,LA LAGUNA,ESC ESTEBAN ECHEVERRIA - GENERAL PAZ 556,4,4351,4354,1384,
1,CAPITAL,13O,CHACHAPOYAS,ESC. CARLOS TAGLE ACHAVAL - MANZANA 22,4,2893,2896,1382,
23,TERCERO ARRIBA,348,RIO TERCERO,INST LINO ENEAS SPILIMBERGO - INT.DE BUENO Y SAN PEDRO,4,8241,8244,1380,
16,RIO SEGUNDO,233,COLAZO,ESC PROV SEMANA DE MAYO - ADALGISA 427,4,6538,6541,1377,
1,CAPITAL,13I,SAN JORGE,ESC MUNIC. MONSEÑOR ANGELELLI - FEDERICO RAUCH 2790,4,2764,2767,1376,
1,CAPITAL,11K,VILLA GRAL URQUIZA,IPEM 318 COMBATE DE LA TABLADA - LA TABLADA 4861,4,2114,2117,1372,
1,CAPITAL,12B,COLON,ESC DR LUIS A CAEIRO - ORTIZ Y HERRERA 1932,4,2247,2250,1368,
2,CALAMUCHITA,20B,VI.CIUD.PQUE.LOS REARTES,ESC ELOY GOMEZ ANEXO (PRIMARIA - VILLA CIUDAD PQUE LOS REARTES,4,3331,3334,1368,
19,SAN JAVIER,270,LAS ROSAS,INST. VILLA DE LAS ROSAS - AV BELGRANO 350,4,7103,7106,1364,
21,SANTA MARIA,328,POTRERO DE GARAY,ESC IPEM 32-EST POT DE GARAY - LAS MONJITAS S/N,4,7940,7943,1363,
